Batch,Provinsi,Kab/kota,Kategori,Divaksin 1
SDM KESEHATAN,Lampung,Kab. Tanggamus,PEGAWAI PEMERINTAH,0
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,PEGAWAI PEMERINTAH,1
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kab. Mesuji,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,2
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,21
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,7
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Lampung Utara,SDM KESEHATAN,2
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,3
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,14
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,16
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,2
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,6
SDM KESEHATAN,Lampung,Kab. Lampung Utara,SDM KESEHATAN,6
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,4
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,7
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,8
SDM KESEHATAN,Lampung,Kab. Lampung Timur,LANSIA,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,2
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,3
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,LANSIA,1
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,LANSIA,1
SDM KESEHATAN,Lampung,Kab. Tanggamus,LANSIA,2
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,3
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,1
SDM KESEHATAN,Lampung,Kab. Tanggamus,LANSIA,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,1
SDM KESEHATAN,Lampung,Kota Metro,LANSIA,3
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,LANSIA,1
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,LANSIA,2
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,0
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,LANSIA,1
SDM KESEHATAN,Lampung,Kab. Lampung Barat,LANSIA,1
SDM KESEHATAN,Lampung,Kab. Lampung Timur,LANSIA,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,0
SDM KESEHATAN,Lampung,Kab. Tanggamus,LANSIA,2
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,1
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,LANSIA,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,1
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,LANSIA,1
SDM KESEHATAN,Lampung,Kab. Pringsewu,LANSIA,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,1
SDM KESEHATAN,Lampung,Kab. Pesawaran,LANSIA,1
SDM KESEHATAN,Lampung,Kab. Pringsewu,LANSIA,0
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,3
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,3
SDM KESEHATAN,Lampung,Kab. Lampung Utara,SDM KESEHATAN,4
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,6
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,7
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,13
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,3
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,3
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Lampung Utara,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,2
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,5
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,4
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,8
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,5
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,4
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,3
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,27
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,2
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,7
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,12
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,7
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,46
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,8
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,39
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,3
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,3
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,6
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,14
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,8
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,16
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,91
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,2
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,2
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,3
SDM KESEHATAN,Lampung,Kab. Lampung Timur,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,2
SDM KESEHATAN,Lampung,Kota Metro,PELAYAN PUBLIK,7
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,PELAYAN PUBLIK,2
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,24
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,10
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,5
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,5
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,5
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,6
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,3
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,3
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,2
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,32
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,5
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,27
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Lampung Utara,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,4
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,5
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,5
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,2
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,0
SDM KESEHATAN,Lampung,Kab. Pringsewu,LANSIA,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,2
SDM KESEHATAN,Lampung,Kota Metro,LANSIA,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,1
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,LANSIA,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,3
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,1
SDM KESEHATAN,Lampung,Kab. Lampung Timur,LANSIA,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,2
SDM KESEHATAN,Lampung,Kab. Lampung Utara,LANSIA,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,0
SDM KESEHATAN,Lampung,Kab. Pringsewu,LANSIA,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,LANSIA,1
SDM KESEHATAN,Lampung,Kota Metro,LANSIA,0
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,LANSIA,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,1
SDM KESEHATAN,Lampung,Kota Metro,LANSIA,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,0
SDM KESEHATAN,Lampung,Kota Metro,LANSIA,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,0
SDM KESEHATAN,Lampung,Kab. Lampung Timur,LANSIA,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,MASYARAKAT RENTAN,2
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,MASYARAKAT UMUM,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,MASYARAKAT UMUM,0
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,10
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,6
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,2
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,2
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,28
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,15
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,7
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,53
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,7
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,6
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,10
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,14
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,9
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,63
SDM KESEHATAN,Lampung,Kab. Lampung Utara,SDM KESEHATAN,2
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,2
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,2
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,8
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,MASYARAKAT UMUM,1
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,MASYARAKAT UMUM,1
SDM KESEHATAN,Lampung,Kab. Lampung Utara,MASYARAKAT UMUM,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,MASYARAKAT UMUM,2
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,MASYARAKAT UMUM,1
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,MASYARAKAT UMUM,1
SDM KESEHATAN,Lampung,Kab. Lampung Timur,MASYARAKAT UMUM,1
SDM KESEHATAN,Lampung,Kab. Lampung Utara,MASYARAKAT UMUM,1
SDM KESEHATAN,Lampung,Kab. Tanggamus,MASYARAKAT UMUM,1
SDM KESEHATAN,Lampung,Kab. Way Kanan,MASYARAKAT UMUM,2
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PEDAGANG PASAR,1
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,PEGAWAI PEMERINTAH,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PEGAWAI PEMERINTAH,0
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,PEGAWAI PEMERINTAH,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,PEGAWAI PEMERINTAH,3
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,3
SDM KESEHATAN,Lampung,Kab. Mesuji,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kab. Tanggamus,PELAYAN PUBLIK,2
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,2
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,2
SDM KESEHATAN,Lampung,Kota Metro,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kab. Lampung Utara,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kab. Mesuji,PELAYAN PUBLIK,2
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,5
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,22
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,18
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,4
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,4
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,5
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,3
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,105
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Lampung Utara,SDM KESEHATAN,8
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,16
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,4
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Lampung Utara,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,7
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,19
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,3
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,3
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,12
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,20
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,6
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,5
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,5
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,3
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,6
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,5
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,17
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,5
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,18
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kota Metro,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kab. Tanggamus,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kota Metro,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kota Metro,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kab. Tanggamus,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,2
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kab. Lampung Utara,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kab. Mesuji,PELAYAN PUBLIK,2
SDM KESEHATAN,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,1
SDM KESEHATAN,Lampung,Kota Metro,PELAYAN PUBLIK,0
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,2
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,9
SDM KESEHATAN,Lampung,Kab. Lampung Utara,SDM KESEHATAN,3
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,7
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,3
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,3
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,1
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,2
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,0
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,3
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,40
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,2
